family,candidate,parameters,oof_auc,log_loss,mean_fold_auc,std_fold_auc,fit_seconds,predict_seconds,mean_best_iteration,median_best_iteration,fold_1_auc,fold_1_log_loss,fold_1_best_iteration,fold_2_auc,fold_2_log_loss,fold_2_best_iteration,fold_3_auc,fold_3_log_loss,fold_3_best_iteration,fold_4_auc,fold_4_log_loss,fold_4_best_iteration,fold_5_auc,fold_5_log_loss,fold_5_best_iteration
CatBoost,catboost_depth6_lr003,"{""depth"": 6, ""iterations"": 2500, ""learning_rate"": 0.03}",0.9602027865912592,0.2323265541757778,0.9602042198897728,0.0005600685607369,936.368327833974,0.483188791986322,2500.0,2500.0,0.9594525933067088,0.2341687585622577,2500.0,0.9600883769277444,0.2327511739770779,2500.0,0.960323611271742,0.2318899282109082,2500.0,0.9610154547441436,0.2304397520116038,2500.0,0.9601410631985244,0.232383158526405,2500.0
CatBoost,catboost_depth7_lr003,"{""depth"": 7, ""iterations"": 2500, ""learning_rate"": 0.03}",0.9612386720203684,0.2292011921894824,0.9612402986799988,0.0005559598956761,1056.8918169169629,0.4719864169601351,2500.0,2500.0,0.960585753085946,0.2308745759100249,2500.0,0.961010674540164,0.2298862717097685,2500.0,0.9613042093332476,0.2289328228553083,2500.0,0.9621057914768664,0.227116128275931,2500.0,0.9611950649637702,0.2291961621600022,2500.0
ExtraTrees,extra_trees_sqrt_leaf2,"{""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 2, ""n_estimators"": 300, ""n_jobs"": -1, ""random_state"": 42}",0.939021360452763,0.2848516659343468,0.9390237701149016,0.0007451724115551,95.28036791595514,11.276431668055013,,,0.9382455521835924,0.2858509855026524,,0.9383702742653356,0.2860203676901979,,0.939349658024872,0.2838122844959023,,0.9400618734045012,0.2836571932271559,,0.9390914926962064,0.2849174992319332,
